Prefix,HEX,DEC,Opcode,Param1,Param2,7,6,5,4,3,2,1,0,BIN,Immediate,Official,Memory,IX/IY,Assume A
CB,2E,203046,SRA,(HL),,0,0,1,0,1,1,1,0,00101110,N,Y,Y,N,N
CB,2F,203047,SRA,A,,0,0,1,0,1,1,1,1,00101111,N,Y,N,N,N
CB,30,203048,SLL,B,,0,0,1,1,0,0,0,0,00110000,N,X,N,N,N
CB,31,203049,SLL,C,,0,0,1,1,0,0,0,1,00110001,N,X,N,N,N
CB,32,203050,SLL,D,,0,0,1,1,0,0,1,0,00110010,N,X,N,N,N
CB,33,203051,SLL,E,,0,0,1,1,0,0,1,1,00110011,N,X,N,N,N
CB,34,203052,SLL,H,,0,0,1,1,0,1,0,0,00110100,N,X,N,N,N
CB,35,203053,SLL,L,,0,0,1,1,0,1,0,1,00110101,N,X,N,N,N
CB,36,203054,SLL,(HL),,0,0,1,1,0,1,1,0,00110110,N,X,Y,N,N
CB,37,203055,SLL,A,,0,0,1,1,0,1,1,1,00110111,N,X,N,N,N
CB,38,203056,SRL,B,,0,0,1,1,1,0,0,0,00111000,N,Y,N,N,N
CB,39,203057,SRL,C,,0,0,1,1,1,0,0,1,00111001,N,Y,N,N,N
CB,3A,203058,SRL,D,,0,0,1,1,1,0,1,0,00111010,N,Y,N,N,N
CB,3B,203059,SRL,E,,0,0,1,1,1,0,1,1,00111011,N,Y,N,N,N
CB,3C,203060,SRL,H,,0,0,1,1,1,1,0,0,00111100,N,Y,N,N,N
CB,3D,203061,SRL,L,,0,0,1,1,1,1,0,1,00111101,N,Y,N,N,N
CB,3E,203062,SRL,(HL),,0,0,1,1,1,1,1,0,00111110,N,Y,Y,N,N
CB,3F,203063,SRL,A,,0,0,1,1,1,1,1,1,00111111,N,Y,N,N,N
CB,40,203064,BIT,0,B,0,1,0,0,0,0,0,0,01000000,N,Y,N,N,N
CB,41,203065,BIT,0,C,0,1,0,0,0,0,0,1,01000001,N,Y,N,N,N
CB,42,203066,BIT,0,D,0,1,0,0,0,0,1,0,01000010,N,Y,N,N,N
CB,43,203067,BIT,0,E,0,1,0,0,0,0,1,1,01000011,N,Y,N,N,N
CB,44,203068,BIT,0,H,0,1,0,0,0,1,0,0,01000100,N,Y,N,N,N
CB,45,203069,BIT,0,L,0,1,0,0,0,1,0,1,01000101,N,Y,N,N,N
CB,46,203070,BIT,0,(HL),0,1,0,0,0,1,1,0,01000110,N,Y,Y,N,N
CB,47,203071,BIT,0,A,0,1,0,0,0,1,1,1,01000111,N,Y,N,N,N
CB,48,203072,BIT,1,B,0,1,0,0,1,0,0,0,01001000,N,Y,N,N,N
CB,49,203073,BIT,1,C,0,1,0,0,1,0,0,1,01001001,N,Y,N,N,N
CB,4A,203074,BIT,1,D,0,1,0,0,1,0,1,0,01001010,N,Y,N,N,N
CB,4B,203075,BIT,1,E,0,1,0,0,1,0,1,1,01001011,N,Y,N,N,N
CB,4C,203076,BIT,1,H,0,1,0,0,1,1,0,0,01001100,N,Y,N,N,N
CB,4D,203077,BIT,1,L,0,1,0,0,1,1,0,1,01001101,N,Y,N,N,N
CB,4E,203078,BIT,1,(HL),0,1,0,0,1,1,1,0,01001110,N,Y,Y,N,N
CB,4F,203079,BIT,1,A,0,1,0,0,1,1,1,1,01001111,N,Y,N,N,N
CB,50,203080,BIT,2,B,0,1,0,1,0,0,0,0,01010000,N,Y,N,N,N
CB,51,203081,BIT,2,C,0,1,0,1,0,0,0,1,01010001,N,Y,N,N,N
CB,52,203082,BIT,2,D,0,1,0,1,0,0,1,0,01010010,N,Y,N,N,N
CB,53,203083,BIT,2,E,0,1,0,1,0,0,1,1,01010011,N,Y,N,N,N
CB,54,203084,BIT,2,H,0,1,0,1,0,1,0,0,01010100,N,Y,N,N,N
CB,55,203085,BIT,2,L,0,1,0,1,0,1,0,1,01010101,N,Y,N,N,N
CB,56,203086,BIT,2,(HL),0,1,0,1,0,1,1,0,01010110,N,Y,Y,N,N
CB,57,203087,BIT,2,A,0,1,0,1,0,1,1,1,01010111,N,Y,N,N,N
CB,58,203088,BIT,3,B,0,1,0,1,1,0,0,0,01011000,N,Y,N,N,N
CB,59,203089,BIT,3,C,0,1,0,1,1,0,0,1,01011001,N,Y,N,N,N
CB,5A,203090,BIT,3,D,0,1,0,1,1,0,1,0,01011010,N,Y,N,N,N
CB,5B,203091,BIT,3,E,0,1,0,1,1,0,1,1,01011011,N,Y,N,N,N
CB,5C,203092,BIT,3,H,0,1,0,1,1,1,0,0,01011100,N,Y,N,N,N
CB,5D,203093,BIT,3,L,0,1,0,1,1,1,0,1,01011101,N,Y,N,N,N
CB,5E,203094,BIT,3,(HL),0,1,0,1,1,1,1,0,01011110,N,Y,Y,N,N
CB,5F,203095,BIT,3,A,0,1,0,1,1,1,1,1,01011111,N,Y,N,N,N
CB,60,203096,BIT,4,B,0,1,1,0,0,0,0,0,01100000,N,Y,N,N,N
CB,61,203097,BIT,4,C,0,1,1,0,0,0,0,1,01100001,N,Y,N,N,N
CB,62,203098,BIT,4,D,0,1,1,0,0,0,1,0,01100010,N,Y,N,N,N
CB,63,203099,BIT,4,E,0,1,1,0,0,0,1,1,01100011,N,Y,N,N,N
CB,64,203100,BIT,4,H,0,1,1,0,0,1,0,0,01100100,N,Y,N,N,N
CB,65,203101,BIT,4,L,0,1,1,0,0,1,0,1,01100101,N,Y,N,N,N
CB,66,203102,BIT,4,(HL),0,1,1,0,0,1,1,0,01100110,N,Y,Y,N,N
CB,67,203103,BIT,4,A,0,1,1,0,0,1,1,1,01100111,N,Y,N,N,N
CB,68,203104,BIT,5,B,0,1,1,0,1,0,0,0,01101000,N,Y,N,N,N
CB,69,203105,BIT,5,C,0,1,1,0,1,0,0,1,01101001,N,Y,N,N,N
CB,6A,203106,BIT,5,D,0,1,1,0,1,0,1,0,01101010,N,Y,N,N,N
CB,6B,203107,BIT,5,E,0,1,1,0,1,0,1,1,01101011,N,Y,N,N,N
CB,6C,203108,BIT,5,H,0,1,1,0,1,1,0,0,01101100,N,Y,N,N,N
CB,6D,203109,BIT,5,L,0,1,1,0,1,1,0,1,01101101,N,Y,N,N,N
CB,6E,203110,BIT,5,(HL),0,1,1,0,1,1,1,0,01101110,N,Y,Y,N,N
CB,6F,203111,BIT,5,A,0,1,1,0,1,1,1,1,01101111,N,Y,N,N,N
CB,70,203112,BIT,6,B,0,1,1,1,0,0,0,0,01110000,N,Y,N,N,N
CB,71,203113,BIT,6,C,0,1,1,1,0,0,0,1,01110001,N,Y,N,N,N
CB,72,203114,BIT,6,D,0,1,1,1,0,0,1,0,01110010,N,Y,N,N,N
CB,73,203115,BIT,6,E,0,1,1,1,0,0,1,1,01110011,N,Y,N,N,N
CB,74,203116,BIT,6,H,0,1,1,1,0,1,0,0,01110100,N,Y,N,N,N
CB,75,203117,BIT,6,L,0,1,1,1,0,1,0,1,01110101,N,Y,N,N,N
CB,76,203118,BIT,6,(HL),0,1,1,1,0,1,1,0,01110110,N,Y,Y,N,N
CB,77,203119,BIT,6,A,0,1,1,1,0,1,1,1,01110111,N,Y,N,N,N
CB,78,203120,BIT,7,B,0,1,1,1,1,0,0,0,01111000,N,Y,N,N,N
CB,79,203121,BIT,7,C,0,1,1,1,1,0,0,1,01111001,N,Y,N,N,N
CB,7A,203122,BIT,7,D,0,1,1,1,1,0,1,0,01111010,N,Y,N,N,N
CB,7B,203123,BIT,7,E,0,1,1,1,1,0,1,1,01111011,N,Y,N,N,N
CB,7C,203124,BIT,7,H,0,1,1,1,1,1,0,0,01111100,N,Y,N,N,N
CB,7D,203125,BIT,7,L,0,1,1,1,1,1,0,1,01111101,N,Y,N,N,N
CB,7E,203126,BIT,7,(HL),0,1,1,1,1,1,1,0,01111110,N,Y,Y,N,N
CB,7F,203127,BIT,7,A,0,1,1,1,1,1,1,1,01111111,N,Y,N,N,N
CB,80,203128,RES,0,B,1,0,0,0,0,0,0,0,10000000,N,Y,N,N,N
CB,81,203129,RES,0,C,1,0,0,0,0,0,0,1,10000001,N,Y,N,N,N
CB,82,203130,RES,0,D,1,0,0,0,0,0,1,0,10000010,N,Y,N,N,N
CB,83,203131,RES,0,E,1,0,0,0,0,0,1,1,10000011,N,Y,N,N,N
CB,84,203132,RES,0,H,1,0,0,0,0,1,0,0,10000100,N,Y,N,N,N
CB,85,203133,RES,0,L,1,0,0,0,0,1,0,1,10000101,N,Y,N,N,N
CB,86,203134,RES,0,(HL),1,0,0,0,0,1,1,0,10000110,N,Y,Y,N,N
CB,87,203135,RES,0,A,1,0,0,0,0,1,1,1,10000111,N,Y,N,N,N
CB,88,203136,RES,1,B,1,0,0,0,1,0,0,0,10001000,N,Y,N,N,N
CB,89,203137,RES,1,C,1,0,0,0,1,0,0,1,10001001,N,Y,N,N,N
CB,8A,203138,RES,1,D,1,0,0,0,1,0,1,0,10001010,N,Y,N,N,N
CB,8B,203139,RES,1,E,1,0,0,0,1,0,1,1,10001011,N,Y,N,N,N
CB,8C,203140,RES,1,H,1,0,0,0,1,1,0,0,10001100,N,Y,N,N,N
CB,8D,203141,RES,1,L,1,0,0,0,1,1,0,1,10001101,N,Y,N,N,N
CB,8E,203142,RES,1,(HL),1,0,0,0,1,1,1,0,10001110,N,Y,Y,N,N
CB,8F,203143,RES,1,A,1,0,0,0,1,1,1,1,10001111,N,Y,N,N,N
CB,90,203144,RES,2,B,1,0,0,1,0,0,0,0,10010000,N,Y,N,N,N
CB,91,203145,RES,2,C,1,0,0,1,0,0,0,1,10010001,N,Y,N,N,N
CB,92,203146,RES,2,D,1,0,0,1,0,0,1,0,10010010,N,Y,N,N,N
CB,93,203147,RES,2,E,1,0,0,1,0,0,1,1,10010011,N,Y,N,N,N
CB,94,203148,RES,2,H,1,0,0,1,0,1,0,0,10010100,N,Y,N,N,N
CB,95,203149,RES,2,L,1,0,0,1,0,1,0,1,10010101,N,Y,N,N,N
CB,96,203150,RES,2,(HL),1,0,0,1,0,1,1,0,10010110,N,Y,Y,N,N
CB,97,203151,RES,2,A,1,0,0,1,0,1,1,1,10010111,N,Y,N,N,N
CB,98,203152,RES,3,B,1,0,0,1,1,0,0,0,10011000,N,Y,N,N,N
CB,99,203153,RES,3,C,1,0,0,1,1,0,0,1,10011001,N,Y,N,N,N
CB,9A,203154,RES,3,D,1,0,0,1,1,0,1,0,10011010,N,Y,N,N,N
CB,9B,203155,RES,3,E,1,0,0,1,1,0,1,1,10011011,N,Y,N,N,N
CB,9C,203156,RES,3,H,1,0,0,1,1,1,0,0,10011100,N,Y,N,N,N
CB,9D,203157,RES,3,L,1,0,0,1,1,1,0,1,10011101,N,Y,N,N,N
CB,9E,203158,RES,3,(HL),1,0,0,1,1,1,1,0,10011110,N,Y,Y,N,N
CB,9F,203159,RES,3,A,1,0,0,1,1,1,1,1,10011111,N,Y,N,N,N
CB,A0,203160,RES,4,B,1,0,1,0,0,0,0,0,10100000,N,Y,N,N,N
CB,A1,203161,RES,4,C,1,0,1,0,0,0,0,1,10100001,N,Y,N,N,N
CB,A2,203162,RES,4,D,1,0,1,0,0,0,1,0,10100010,N,Y,N,N,N
CB,A3,203163,RES,4,E,1,0,1,0,0,0,1,1,10100011,N,Y,N,N,N
CB,A4,203164,RES,4,H,1,0,1,0,0,1,0,0,10100100,N,Y,N,N,N
CB,A5,203165,RES,4,L,1,0,1,0,0,1,0,1,10100101,N,Y,N,N,N
CB,A6,203166,RES,4,(HL),1,0,1,0,0,1,1,0,10100110,N,Y,Y,N,N
CB,A7,203167,RES,4,A,1,0,1,0,0,1,1,1,10100111,N,Y,N,N,N
CB,A8,203168,RES,5,B,1,0,1,0,1,0,0,0,10101000,N,Y,N,N,N
CB,A9,203169,RES,5,C,1,0,1,0,1,0,0,1,10101001,N,Y,N,N,N
CB,AA,203170,RES,5,D,1,0,1,0,1,0,1,0,10101010,N,Y,N,N,N
CB,AB,203171,RES,5,E,1,0,1,0,1,0,1,1,10101011,N,Y,N,N,N
CB,AC,203172,RES,5,H,1,0,1,0,1,1,0,0,10101100,N,Y,N,N,N
CB,AD,203173,RES,5,L,1,0,1,0,1,1,0,1,10101101,N,Y,N,N,N
CB,AE,203174,RES,5,(HL),1,0,1,0,1,1,1,0,10101110,N,Y,Y,N,N
CB,AF,203175,RES,5,A,1,0,1,0,1,1,1,1,10101111,N,Y,N,N,N
CB,B0,203176,RES,6,B,1,0,1,1,0,0,0,0,10110000,N,Y,N,N,N
CB,B1,203177,RES,6,C,1,0,1,1,0,0,0,1,10110001,N,Y,N,N,N
CB,B2,203178,RES,6,D,1,0,1,1,0,0,1,0,10110010,N,Y,N,N,N
CB,B3,203179,RES,6,E,1,0,1,1,0,0,1,1,10110011,N,Y,N,N,N
CB,B4,203180,RES,6,H,1,0,1,1,0,1,0,0,10110100,N,Y,N,N,N
CB,B5,203181,RES,6,L,1,0,1,1,0,1,0,1,10110101,N,Y,N,N,N
CB,B6,203182,RES,6,(HL),1,0,1,1,0,1,1,0,10110110,N,Y,Y,N,N
CB,B7,203183,RES,6,A,1,0,1,1,0,1,1,1,10110111,N,Y,N,N,N
CB,B8,203184,RES,7,B,1,0,1,1,1,0,0,0,10111000,N,Y,N,N,N
CB,B9,203185,RES,7,C,1,0,1,1,1,0,0,1,10111001,N,Y,N,N,N
CB,BA,203186,RES,7,D,1,0,1,1,1,0,1,0,10111010,N,Y,N,N,N
CB,BB,203187,RES,7,E,1,0,1,1,1,0,1,1,10111011,N,Y,N,N,N
CB,BC,203188,RES,7,H,1,0,1,1,1,1,0,0,10111100,N,Y,N,N,N
CB,BD,203189,RES,7,L,1,0,1,1,1,1,0,1,10111101,N,Y,N,N,N
CB,BE,203190,RES,7,(HL),1,0,1,1,1,1,1,0,10111110,N,Y,Y,N,N
CB,BF,203191,RES,7,A,1,0,1,1,1,1,1,1,10111111,N,Y,N,N,N
CB,C0,203192,SET,0,B,1,1,0,0,0,0,0,0,11000000,N,Y,N,N,N
CB,C1,203193,SET,0,C,1,1,0,0,0,0,0,1,11000001,N,Y,N,N,N
CB,C2,203194,SET,0,D,1,1,0,0,0,0,1,0,11000010,N,Y,N,N,N
CB,C3,203195,SET,0,E,1,1,0,0,0,0,1,1,11000011,N,Y,N,N,N
CB,C4,203196,SET,0,H,1,1,0,0,0,1,0,0,11000100,N,Y,N,N,N
CB,C5,203197,SET,0,L,1,1,0,0,0,1,0,1,11000101,N,Y,N,N,N
CB,C6,203198,SET,0,(HL),1,1,0,0,0,1,1,0,11000110,N,Y,Y,N,N
CB,C7,203199,SET,0,A,1,1,0,0,0,1,1,1,11000111,N,Y,N,N,N
CB,C8,203200,SET,1,B,1,1,0,0,1,0,0,0,11001000,N,Y,N,N,N
CB,C9,203201,SET,1,C,1,1,0,0,1,0,0,1,11001001,N,Y,N,N,N
CB,CA,203202,SET,1,D,1,1,0,0,1,0,1,0,11001010,N,Y,N,N,N
CB,CB,203203,SET,1,E,1,1,0,0,1,0,1,1,11001011,N,Y,N,N,N
CB,CC,203204,SET,1,H,1,1,0,0,1,1,0,0,11001100,N,Y,N,N,N
CB,CD,203205,SET,1,L,1,1,0,0,1,1,0,1,11001101,N,Y,N,N,N
CB,CE,203206,SET,1,(HL),1,1,0,0,1,1,1,0,11001110,N,Y,Y,N,N
CB,CF,203207,SET,1,A,1,1,0,0,1,1,1,1,11001111,N,Y,N,N,N
CB,D0,203208,SET,2,B,1,1,0,1,0,0,0,0,11010000,N,Y,N,N,N
CB,D1,203209,SET,2,C,1,1,0,1,0,0,0,1,11010001,N,Y,N,N,N
CB,D2,203210,SET,2,D,1,1,0,1,0,0,1,0,11010010,N,Y,N,N,N
CB,D3,203211,SET,2,E,1,1,0,1,0,0,1,1,11010011,N,Y,N,N,N
CB,D4,203212,SET,2,H,1,1,0,1,0,1,0,0,11010100,N,Y,N,N,N
CB,D5,203213,SET,2,L,1,1,0,1,0,1,0,1,11010101,N,Y,N,N,N
CB,D6,203214,SET,2,(HL),1,1,0,1,0,1,1,0,11010110,N,Y,Y,N,N
CB,D7,203215,SET,2,A,1,1,0,1,0,1,1,1,11010111,N,Y,N,N,N
CB,D8,203216,SET,3,B,1,1,0,1,1,0,0,0,11011000,N,Y,N,N,N
CB,D9,203217,SET,3,C,1,1,0,1,1,0,0,1,11011001,N,Y,N,N,N
CB,DA,203218,SET,3,D,1,1,0,1,1,0,1,0,11011010,N,Y,N,N,N
CB,DB,203219,SET,3,E,1,1,0,1,1,0,1,1,11011011,N,Y,N,N,N
CB,DC,203220,SET,3,H,1,1,0,1,1,1,0,0,11011100,N,Y,N,N,N
CB,DD,203221,SET,3,L,1,1,0,1,1,1,0,1,11011101,N,Y,N,N,N
CB,DE,203222,SET,3,(HL),1,1,0,1,1,1,1,0,11011110,N,Y,Y,N,N
CB,DF,203223,SET,3,A,1,1,0,1,1,1,1,1,11011111,N,Y,N,N,N
CB,E0,203224,SET,4,B,1,1,1,0,0,0,0,0,11100000,N,Y,N,N,N
CB,E1,203225,SET,4,C,1,1,1,0,0,0,0,1,11100001,N,Y,N,N,N
CB,E2,203226,SET,4,D,1,1,1,0,0,0,1,0,11100010,N,Y,N,N,N
CB,E3,203227,SET,4,E,1,1,1,0,0,0,1,1,11100011,N,Y,N,N,N
CB,E4,203228,SET,4,H,1,1,1,0,0,1,0,0,11100100,N,Y,N,N,N
CB,E5,203229,SET,4,L,1,1,1,0,0,1,0,1,11100101,N,Y,N,N,N
CB,E6,203230,SET,4,(HL),1,1,1,0,0,1,1,0,11100110,N,Y,Y,N,N
CB,E7,203231,SET,4,A,1,1,1,0,0,1,1,1,11100111,N,Y,N,N,N
CB,E8,203232,SET,5,B,1,1,1,0,1,0,0,0,11101000,N,Y,N,N,N
CB,E9,203233,SET,5,C,1,1,1,0,1,0,0,1,11101001,N,Y,N,N,N
CB,EA,203234,SET,5,D,1,1,1,0,1,0,1,0,11101010,N,Y,N,N,N
CB,EB,203235,SET,5,E,1,1,1,0,1,0,1,1,11101011,N,Y,N,N,N
CB,EC,203236,SET,5,H,1,1,1,0,1,1,0,0,11101100,N,Y,N,N,N
CB,ED,203237,SET,5,L,1,1,1,0,1,1,0,1,11101101,N,Y,N,N,N
CB,EE,203238,SET,5,(HL),1,1,1,0,1,1,1,0,11101110,N,Y,Y,N,N
CB,EF,203239,SET,5,A,1,1,1,0,1,1,1,1,11101111,N,Y,N,N,N
CB,F0,203240,SET,6,B,1,1,1,1,0,0,0,0,11110000,N,Y,N,N,N
CB,F1,203241,SET,6,C,1,1,1,1,0,0,0,1,11110001,N,Y,N,N,N
CB,F2,203242,SET,6,D,1,1,1,1,0,0,1,0,11110010,N,Y,N,N,N
CB,F3,203243,SET,6,E,1,1,1,1,0,0,1,1,11110011,N,Y,N,N,N
CB,F4,203244,SET,6,H,1,1,1,1,0,1,0,0,11110100,N,Y,N,N,N
CB,F5,203245,SET,6,L,1,1,1,1,0,1,0,1,11110101,N,Y,N,N,N
CB,F6,203246,SET,6,(HL),1,1,1,1,0,1,1,0,11110110,N,Y,Y,N,N
CB,F7,203247,SET,6,A,1,1,1,1,0,1,1,1,11110111,N,Y,N,N,N
CB,F8,203248,SET,7,B,1,1,1,1,1,0,0,0,11111000,N,Y,N,N,N
CB,F9,203249,SET,7,C,1,1,1,1,1,0,0,1,11111001,N,Y,N,N,N
CB,FA,203250,SET,7,D,1,1,1,1,1,0,1,0,11111010,N,Y,N,N,N
CB,FB,203251,SET,7,E,1,1,1,1,1,0,1,1,11111011,N,Y,N,N,N
CB,FC,203252,SET,7,H,1,1,1,1,1,1,0,0,11111100,N,Y,N,N,N
CB,FD,203253,SET,7,L,1,1,1,1,1,1,0,1,11111101,N,Y,N,N,N
CB,FE,203254,SET,7,(HL),1,1,1,1,1,1,1,0,11111110,N,Y,Y,N,N
CB,FF,203255,SET,7,A,1,1,1,1,1,1,1,1,11111111,N,Y,N,N,N
DD,0,221000,RLC,(IX),B,0,0,0,0,0,0,0,0,00000000,N,N,N,Y,N
DD,1,221001,RLC,(IX),C,0,0,0,0,0,0,0,1,00000001,N,N,N,Y,N
DD,2,221002,RLC,(IX),D,0,0,0,0,0,0,1,0,00000010,N,N,N,Y,N
DD,3,221003,RLC,(IX),E,0,0,0,0,0,0,1,1,00000011,N,N,N,Y,N
DD,4,221004,RLC,(IX),H,0,0,0,0,0,1,0,0,00000100,N,N,N,Y,N
DD,5,221005,RLC,(IX),L,0,0,0,0,0,1,0,1,00000101,N,N,N,Y,N
DD,6,221006,RLC,(IX),,0,0,0,0,0,1,1,0,00000110,N,Y,Y,Y,N
DD,7,221007,RLC,(IX),A,0,0,0,0,0,1,1,1,00000111,N,N,N,Y,N
DD,8,221008,RRC,(IX),B,0,0,0,0,1,0,0,0,00001000,N,N,N,Y,N
DD,9,221009,RRC,(IX),C,0,0,0,0,1,0,0,1,00001001,N,N,N,Y,N
DD,0A,221010,RRC,(IX),D,0,0,0,0,1,0,1,0,00001010,N,N,N,Y,N
DD,0B,221011,RRC,(IX),E,0,0,0,0,1,0,1,1,00001011,N,N,N,Y,N
DD,0C,221012,RRC,(IX),H,0,0,0,0,1,1,0,0,00001100,N,N,N,Y,N
DD,0D,221013,RRC,(IX),L,0,0,0,0,1,1,0,1,00001101,N,N,N,Y,N
DD,0E,221014,RRC,(IX),,0,0,0,0,1,1,1,0,00001110,N,Y,Y,Y,N
DD,0F,221015,RRC,(IX),A,0,0,0,0,1,1,1,1,00001111,N,N,N,Y,N
DD,10,221016,RL,(IX),B,0,0,0,1,0,0,0,0,00010000,N,N,N,Y,N
DD,11,221017,RL,(IX),C,0,0,0,1,0,0,0,1,00010001,N,N,N,Y,N
DD,12,221018,RL,(IX),D,0,0,0,1,0,0,1,0,00010010,N,N,N,Y,N
DD,13,221019,RL,(IX),E,0,0,0,1,0,0,1,1,00010011,N,N,N,Y,N
DD,14,221020,RL,(IX),H,0,0,0,1,0,1,0,0,00010100,N,N,N,Y,N
DD,15,221021,RL,(IX),L,0,0,0,1,0,1,0,1,00010101,N,N,N,Y,N
DD,16,221022,RL,(IX),,0,0,0,1,0,1,1,0,00010110,N,Y,Y,Y,N
DD,17,221023,RL,(IX),A,0,0,0,1,0,1,1,1,00010111,N,N,N,Y,N
DD,18,221024,RR,(IX),B,0,0,0,1,1,0,0,0,00011000,N,N,N,Y,N
DD,19,221025,RR,(IX),C,0,0,0,1,1,0,0,1,00011001,N,N,N,Y,N
DD,1A,221026,RR,(IX),D,0,0,0,1,1,0,1,0,00011010,N,N,N,Y,N
DD,1B,221027,RR,(IX),E,0,0,0,1,1,0,1,1,00011011,N,N,N,Y,N
DD,1C,221028,RR,(IX),H,0,0,0,1,1,1,0,0,00011100,N,N,N,Y,N
DD,1D,221029,RR,(IX),L,0,0,0,1,1,1,0,1,00011101,N,N,N,Y,N
DD,1E,221030,RR,(IX),,0,0,0,1,1,1,1,0,00011110,N,Y,Y,Y,N
DD,1F,221031,RR,(IX),A,0,0,0,1,1,1,1,1,00011111,N,N,N,Y,N
DD,20,221032,SLA,(IX),B,0,0,1,0,0,0,0,0,00100000,N,N,N,Y,N
DD,21,221033,SLA,(IX),C,0,0,1,0,0,0,0,1,00100001,N,N,N,Y,N
DD,22,221034,SLA,(IX),D,0,0,1,0,0,0,1,0,00100010,N,N,N,Y,N
DD,23,221035,SLA,(IX),E,0,0,1,0,0,0,1,1,00100011,N,N,N,Y,N
DD,24,221036,SLA,(IX),H,0,0,1,0,0,1,0,0,00100100,N,N,N,Y,N
DD,25,221037,SLA,(IX),L,0,0,1,0,0,1,0,1,00100101,N,N,N,Y,N
DD,26,221038,SLA,(IX),,0,0,1,0,0,1,1,0,00100110,N,Y,Y,Y,N
DD,27,221039,SLA,(IX),A,0,0,1,0,0,1,1,1,00100111,N,N,N,Y,N
DD,28,221040,SRA,(IX),B,0,0,1,0,1,0,0,0,00101000,N,N,N,Y,N
DD,29,221041,SRA,(IX),C,0,0,1,0,1,0,0,1,00101001,N,N,N,Y,N
DD,2A,221042,SRA,(IX),D,0,0,1,0,1,0,1,0,00101010,N,N,N,Y,N
DD,2B,221043,SRA,(IX),E,0,0,1,0,1,0,1,1,00101011,N,N,N,Y,N
DD,2C,221044,SRA,(IX),H,0,0,1,0,1,1,0,0,00101100,N,N,N,Y,N
DD,2D,221045,SRA,(IX),L,0,0,1,0,1,1,0,1,00101101,N,N,N,Y,N
DD,2E,221046,SRA,(IX),,0,0,1,0,1,1,1,0,00101110,N,Y,Y,Y,N
DD,2F,221047,SRA,(IX),A,0,0,1,0,1,1,1,1,00101111,N,N,N,Y,N
DD,30,221048,SLL,(IX),B,0,0,1,1,0,0,0,0,00110000,N,N,N,Y,N
DD,31,221049,SLL,(IX),C,0,0,1,1,0,0,0,1,00110001,N,N,N,Y,N
DD,32,221050,SLL,(IX),D,0,0,1,1,0,0,1,0,00110010,N,N,N,Y,N
DD,33,221051,SLL,(IX),E,0,0,1,1,0,0,1,1,00110011,N,N,N,Y,N
DD,34,221052,SLL,(IX),H,0,0,1,1,0,1,0,0,00110100,N,N,N,Y,N
DD,35,221053,SLL,(IX),L,0,0,1,1,0,1,0,1,00110101,N,N,N,Y,N
DD,36,221054,SLL,(IX),,0,0,1,1,0,1,1,0,00110110,N,Y,Y,Y,N
DD,37,221055,SLL,(IX),A,0,0,1,1,0,1,1,1,00110111,N,N,N,Y,N
DD,38,221056,SRL,(IX),B,0,0,1,1,1,0,0,0,00111000,N,N,N,Y,N
DD,39,221057,SRL,(IX),C,0,0,1,1,1,0,0,1,00111001,N,N,N,Y,N
DD,3A,221058,SRL,(IX),D,0,0,1,1,1,0,1,0,00111010,N,N,N,Y,N
DD,3B,221059,SRL,(IX),E,0,0,1,1,1,0,1,1,00111011,N,N,N,Y,N
DD,3C,221060,SRL,(IX),H,0,0,1,1,1,1,0,0,00111100,N,N,N,Y,N
DD,3D,221061,SRL,(IX),L,0,0,1,1,1,1,0,1,00111101,N,N,N,Y,N
DD,3E,221062,SRL,(IX),,0,0,1,1,1,1,1,0,00111110,N,Y,Y,Y,N
DD,3F,221063,SRL,(IX),A,0,0,1,1,1,1,1,1,00111111,N,N,N,Y,N
DD,40,221064,BIT,0,(IX),0,1,0,0,0,0,0,0,01000000,N,N,N,Y,N
